case,speaker,content,is_fraud
案例-3,易某,哎，我怎么感觉自己被骗了呢？,False
案例-4,张华,你好，我是张华，是一名虚拟货币投资顾问。听说你对加密货币投资很感兴趣，我可以帮你了解一些投资项目，您有什么问题吗？,True
案例-4,王丽,嗨，张华，我确实对加密货币投资很感兴趣。我想了解一些安全可靠的投资项目，你能推荐一些吗？,False
案例-4,张华,当然可以。目前市场上有很多不错的项目，比如最近很火的ICO募资。你可以参与其中，可以获得高额回报。,True
案例-4,王丽,听起来不错，但我听说ICO募资存在一些风险和诈骗案例。你能帮我了解如何避免这些问题吗？,False
案例-4,张华,确实有些ICO项目存在风险，但只要选择正规的平台和项目，就能避免被骗。我可以帮你找到可信赖的ICO平台，并教你进行安全投资。,True
案例-4,王丽,那太好了！能否给我推荐一些安全可靠的ICO平台呢？,False
案例-4,张华,当然可以，我会为你提供一些优质的ICO平台列表。你可以通过这些平台购买虚拟货币，同时还可以参与他们的项目，获取更多的回报。,True
案例-4,王丽,谢谢你的帮助！请问，如果我想配置自己的虚拟货币钱包，你能给我一些建议吗？,False
案例-4,张华,当然，我可以帮你选择一个安全可靠的虚拟货币钱包，并提供一些配置和使用的指导。,True
案例-4,王丽,太好了！我真的很感激你的帮助。请问，如果我在投资过程中遇到问题，能找到你咨询吗？,False
案例-4,张华,当然可以，我会一直在你身边，解答你的问题，并提供投资建议。一起赚大钱！,True
案例-5,周某,你好，我在短视频上看到你是股票老师，能教我点股票知识吗？,False
案例-5,老沈,你好，当然可以。我可以拉你进一个股票交流群，每天都有讲解和建议。,False
案例-5,周某,那太好了，我一直对股票感兴趣。,False
案例-5,老沈,好的，我拉你进群。,False
案例-5,周某,谢谢。,False
案例-5,老沈,在群里我会分享股票知识和机会，你可以多学习和参与讨论。,False
案例-5,周某,好的，我会认真听取你的建议。,False
案例-5,老沈,有一个投资平台你可以试试，可以通过手机操作，方便又简单。,True
案例-5,周某,真的吗？这个平台靠谱吗？,False
案例-5,老沈,非常靠谱，我在上面炒虚拟货币赚了好多钱。,True
案例-5,周某,那我也试试看。,False
案例-5,老沈,好的，我加你进交易群，里面有金牌专员可以指导你。,True
案例-5,周某,谢谢，我会咨询专员的。,False
案例-5,金牌专员,你好，我是金牌专员，有什么问题可以问我。,False
案例-5,周某,我想在平台上炒虚拟货币，该怎么操作？,False
案例-5,金牌专员,你先将钱转账到指定的账号上，然后我会帮你开通账户并指导你操作。,True
案例-5,周某,好的，我会按照你的指导操作。,False
案例-5,金牌专员,操作完成后，你可以随时提现，非常方便。,True
案例-5,周某,太好了！我会尽快操作。,False
案例-5,老沈,你现在可以买一些虚拟货币了，我刚刚赚了好多钱。,True
案例-5,周某,真的吗？我也准备买一些。,False
案例-5,老沈,没问题，你可以先试试小额投资。,True
案例-5,周某,好的，我注意控制风险。,False
案例-5,老沈,加油！如果有任何问题，记得随时问我。,True
案例-5,周某,谢谢你的指导，我会的。,False
案例-5,金牌专员,操作成功了吗？需要帮助的话随时联系我。,False
案例-5,周某,还没有，我稍后操作。,False
案例-5,金牌专员,好的，有问题别犹豫。,False
案例-5,老沈,我在群里发了一些我炒虚拟货币盈利的截图，你看看。,True
案例-5,周某,看了你的截图，确实是赚了好多钱，我更有信心了。,False
案例-5,老沈,真高兴你有这样的信心。快开始吧，祝你好运！,True
案例-5,周某,好的，谢谢你。,False
案例-5,老沈,不客气，祝你赚大钱。,True
案例-5,周某,谢谢！我会努力的。,False
案例-5,老沈,听说有一种新的虚拟货币马上上市，收益预计会翻倍。,True
案例-5,周某,真的吗？我想尝试一下。,False
案例-5,老沈,是的，现在可以低价申购，赶快行动。,True
案例-5,周某,我马上就去申购。,False
案例-5,老沈,好，记得在上市锁资一周后出手。,True
案例-5,周某,我知道了。,False
案例-5,周某,怎么App打不开了？,False
案例-5,周某,为什么这个交易平台是个骗局？,False
案例-5,周某,快报警！,False
案例-6,受害者1,您好，请问您在庭立方平台购买虚拟货币的经历怎么样？,False
案例-6,诈骗者1,哦，我在庭立方平台买卖虚拟货币的经历非常顺利，没有遇到任何问题。,True
案例-6,受害者1,听说有人在卖虚拟货币时收到黑钱，您有这方面的经历吗？,False
案例-6,诈骗者1,当然没有了！卖虚拟货币是非常安全的，没有任何黑钱的风险。,True
案例-6,受害者2,我最近打算通过投资数字货币来赚点钱，您有什么建议吗？,False
案例-6,诈骗者2,投资数字货币是个绝佳的机会！我心里有个项目，100%回报率，你可以跟我一起投资。,True
案例-7,受害者,最近听说了虚拟货币的热潮，很多人都在投资赚钱。,False
案例-7,受害者,我也想尝试一下，能否告诉我如何进行投资？,False
案例-7,诈骗者,当然可以。虚拟货币投资是一种很有前景的方式，你可以下载一个不知名的APP来进行投资交易。,True
案例-7,受害者,哦，是吗？那我去找一个合适的APP试试看。,False
案例-7,诈骗者,好的，在你下载APP之后，我们可以在里面建立一个投资群，我们可以在群里交流和分享投资心得。,True
案例-7,受害者,那听起来不错，我下载完APP后就加入群聊。,False
案例-7,诈骗者,很好，加入群聊后我会在群里发布一些投资建议和喊单。,True
案例-7,受害者,喊单是什么意思呢？,False
案例-7,诈骗者,喊单就是我会在群里提醒大家买入或卖出某种虚拟货币，根据我的建议进行投资。,True
案例-7,受害者,听起来好像是一种很简单的赚钱方式。,False
案例-7,诈骗者,是的，我们会通过喊单来实现低投入低回报，高投入高回报的策略。,True
案例-7,受害者,听起来很有诱惑力啊，我想试试看。,False
案例-7,诈骗者,没问题，你可以先投入一定金额，等待大约10天左右就可以回本了。,True
案例-7,受害者,哦，那我先投入1000块试试。,False
案例-7,诈骗者,非常好，一旦你回本了，我还可以告诉你如何拉人进入群里，并且获得高额的返佣。,True
案例-7,受害者,返佣？听起来很不错。,False
案例-7,诈骗者,确实，我在投资期间也可以帮你提现，让你看到我们的盈利效果。,True
案例-7,受害者,那太好了！我会尽快投入更多资金的。,False
案例-7,诈骗者,嗯，当你投入更多资金后，你就可以享受更高的返佣比例和更高的回报。,True
案例-7,受害者,听起来太棒了！我会推荐给我的朋友们一起加入。,False
案例-7,诈骗者,非常感谢！我们团队的收益是共享的，你的朋友们如果加入了，你的返佣也会相应增加。,True
案例-7,受害者,好的，我会告诉他们一起加入的。,False
案例-7,诈骗者,非常好，我们会一起获得丰厚的回报。,True
案例-8,小李,最近我听我一个朋友说他被诈骗了，投资损失了好几万块钱，真是太可惜了。,False
案例-8,小张,啊？怎么会这样？他是怎么被骗的？,False
案例-8,小李,他本来是通过银行贷款进行投资的，每个月都要还钱。他听说了一个虚拟货币的消息，就开始在一个看起来可靠的交易平台上投资了。,False
案例-8,小张,这个交易平台看起来怎么样？它是怎么骗他的？,False
案例-8,小李,这个交易平台看起来非常正规，有专门的客服与投资者联系。他按照平台的指引，使用银行卡转账买了一些虚拟货币。,False
案例-8,小张,他与客服联系的过程中有发现什么异常吗？,False
案例-8,小李,其实一切都很正常，他还看到了其他投资者加入平台的信息。直到有一天，他登录平台时发现自己的账户无法登录了。,False
案例-8,小张,他发现账户无法登录后有联系过交易平台的客服吗？,False
案例-8,小李,他联系了客服，但是客服始终没有回应，电话也打不通。这时他才发觉自己可能遭遇了诈骗。,False
案例-8,小张,真是太可怕了！他报警了吗？希望能追回损失。,False
案例-8,小李,是的，他当天就向警方报案了。但警方告诉他由于虚拟货币交易风险很大，找回损失的可能性很小。,False
案例-8,小张,这真是太糟糕了。他现在的生活肯定面临很大的压力。,False
案例-8,小李,是的，他每月还银行的贷款，现在又要面对无法取回的投资损失，压力确实非常大。,False
案例-8,小张,如果他早点向你倾诉，你一定会提醒他提高警惕，不要随便相信陌生交易平台。,False
案例-8,小李,是啊，投资是风险与机遇并存的，我们必须保持警惕，避免冲动和过度相信陌生交易平台。,False
案例-8,小张,没错，要谨慎对待任何看似天上掉馅饼的机会，才能避免上当受骗。,False
案例-9,刘女士,喂，您好，请问是投资理财公司吗？,False
案例-9,诈骗者,是的，我是投资理财公司的客服，请问您有什么问题吗？,True
案例-9,刘女士,我听说你们的投资可以获得额外赠送的虚拟币，是真的吗？,False
案例-9,诈骗者,是的，我们公司有个活动，首次投资可以赠送50个虚拟币，您只需要兑现即可获利。,True
案例-9,刘女士,听起来很诱人，我可以试一试吗？,False
案例-9,诈骗者,当然可以，您只需要下载我们的手机软件，然后按照指引完成投资即可。,True
案例-9,刘女士,好的，我会试试看。,False
案例-9,诈骗者,非常好，请按照软件的要求输入您的投资金额。,True
案例-9,刘女士,我已经输入了600元。,False
案例-9,诈骗者,很好，您的投资金额已经确认，您应该收到50个虚拟币的赠送了。,True
案例-9,刘女士,真的吗？那我按照你说的兑现一下看看。,False
案例-9,诈骗者,没问题，请按照软件的指引转账给我，我会在您转账后立即帮您兑现。,True
案例-9,刘女士,好的，我已经转账给你了。,False
案例-9,诈骗者,谢谢您的支持，我已经收到您的转账了，请稍等片刻，我会尽快帮您兑现。,True
案例-9,刘女士,好的，那我等你的好消息。,False
案例-9,诈骗者,非常抱歉，由于系统问题，您的兑现将需要一些时间，请您耐心等待。,True
案例-9,刘女士,好吧，我会等待的。,False
案例-9,诈骗者,对不起，由于系统故障，您的兑现无法完成，请您谅解。,True
案例-9,刘女士,怎么会这样？我已经转了这么多钱给你了。,False
案例-9,诈骗者,很抱歉给您带来困扰，我会帮您反馈此问题并尽快解决。,True
案例-10,刘先生,你是星和云大数据有限公司负责人之一吗？,False
案例-10,李总,是的，我是李总。我在微信上向你推荐公司新推出一种虚拟币ICT，宣传这种虚拟币以后可以直接作为货币使用，未来还将上市交易，升值潜力巨大。,True
案例-10,刘先生,听起来很不错，有什么具体的购买方式吗？,False
案例-10,李总,我们公司提供个人的账号，你将钱打过去，我们就交付这些ICT的币给你。,True
案例-10,刘先生,听起来很简单，我可以参与吗？,False
案例-10,李总,当然可以！我们预计这个虚拟币将会有很大的升值空间，你的投资可能会翻几十倍，甚至300倍！,True
案例-10,刘先生,那太棒了！我将投资1400万进去，还会告诉一些朋友一起来参与。,False
案例-10,李总,非常感谢你的支持！我们将尽力让你获得丰厚的回报。,True
案例-10,刘先生,我已经将钱打到指定的账号了，请尽快交付ICT的币给我。,False
案例-10,李总,好的，我们会立刻处理你的订单并将币转到你的钱包。,True
案例-10,刘先生,太好了！我等不及看到我的ICT币了。,False
案例-10,李总,你的ICT币已经成功交付到你的钱包了，你可以登录查看。,True
案例-10,刘先生,打开钱包后发现所有ICT币都变成零了！发生了什么事？,False
案例-10,李总,很抱歉，我们的后台服务器出了问题，导致钱包内的数据清零，这是个临时的情况，稍后就会恢复。,True
案例-10,刘先生,你们公司的官网为什么无法访问了？,False
案例-10,李总,我们进行了网站维护升级，并且重新映射了虚拟币到你的钱包。,True
案例-10,刘先生,为什么公司地址找不到了？你们的电话也无法接通。,False
案例-10,李总,我们公司已经更名了，新公司办公地址也在更换中，稍后会有通知。,True
案例-10,刘先生,你在哪里？为什么联系不上你？,False
案例-10,李总,我有一些紧急事情需要处理，所以联系不上，请稍等片刻。,True
案例-11,小明,我听说最近有一种投资虚拟货币跨境理财的机会，感觉还不错呢。,False
案例-11,诈骗者,是啊，这个投资机会真的很棒。你投资一万，每天都能有收益。,True
案例-11,小明,真的吗？那这些钱是怎么赚到的呢？,False
案例-11,诈骗者,我们有一些挖矿机，在网络上寻找比特币。为了保证挖矿机的高能耗运作，我们还有强效的水冷系统。,True
案例-11,小明,听起来挺复杂的，那你们的矿厂在哪里啊？,False
案例-11,诈骗者,我们最近把矿厂搬到了非洲或中东的某个小国，因为那里的水电费成本很低。,True
案例-11,小明,如果我投资一万的话，具体能获得多少收益呢？,False
案例-11,诈骗者,每个月的保底盈利是3-5%，投资金额越多，保底盈利越高。而且如果你能推荐新客户，你的分成比例还会提高。,True
案例-11,小明,听起来确实挺吸引人的，但我还是有些担心。有什么保障措施吗？,False
案例-11,诈骗者,你可以到挖矿国家进行实地考察，或者雇一个当地人24小时监控矿厂的运作。我们也通过微信或支付宝每月结算收益，保证你每月都有稳定的进账。,True
案例-11,小明,那确实比较可靠。但是我还是想更多了解一下，有没有其他顾客的参与案例呢？,False
案例-11,诈骗者,当然了，我们有很多满意的客户，他们都获得了不错的回报。你可以和他们联系，了解一下他们的投资经验。,True
案例-12,胡蓉,大家好，欢迎来到我们的推介会。我是胡蓉，今天我要向大家推荐一个非常有潜力的区块链虚拟货币项目。,False
案例-12,蒋伟,大家好，我是蒋伟，我们的项目是由香港智创科技股份有限公司推出的，它有着非常高的回报率。我相信这个项目会给大家带来巨大的财富。,False
案例-12,黄小飞,大家好，我是黄小飞，我听说过很多人通过这个项目获得了可观的回报。我自己也投资了一部分资金，我觉得这是一个非常值得信赖的项目。,False
案例-12,胡蓉,是的，我们的项目已经取得了很多成功案例。通过投资我们的项目，你们可以实现财务自由。,False
案例-12,胡蓉,投资是有一定风险的，但我可以保证，我们的项目经过了专业的风险评估和盈利模型研究，是非常可靠的。,False
案例-13,来先生,嗨，王某，有件事想找你商量一下。,False
案例-13,王某,来先生，有什么事？你尽管说。,False
案例-13,来先生,我手上有500万元的虚拟币，想卖掉。你之前说你有人要买，是不是还有效？,False
案例-13,王某,当然有人要买啦，你放心。虚拟币大家都看好，很多人都在购买呢。我这边有个客户，他们整体要购买一大批虚拟币，正好你这500万元的量对他们来说是可以的。,False
案例-13,来先生,太好了，那我们什么时候交易呢？,False
案例-13,王某,交易的时间和地点你定，你觉得哪里方便？,False
案例-13,来先生,我们可以在市区的公园见面，怎么样？,False
案例-13,王某,好的，市区的公园见面没问题。你们带着虚拟币，我会带来给你们现金。,False
案例-13,来先生,好的，我们约定在明天下午2点在公园见面吧。,False
案例-13,王某,没问题，明天下午2点在公园见面。我会提前准备好现金。到时候见！,False
案例-13,来先生,好的，到时候见！,False
案例-13,王某,嘿，来先生，你怎么样？,False
案例-13,来先生,你好，王某。最近虚拟币涨得很不错，我有一些积累了。,False
案例-13,王某,是吗？那你打算怎么处理？,False
案例-13,来先生,其实，我打算卖掉一部分虚拟币，你有人可以接手吗？,False
案例-13,王某,当然可以，我这里有联系的人。他们一直在收购虚拟币，只要价格合适，应该不会有问题。,False
案例-13,来先生,那太好了，我这边大概有500万元的虚拟币，你帮我问一下他们，看看有没有兴趣。,False
案例-13,王某,好的，我立刻和他们联系一下。如果他们有需求，我尽量帮你卖出去。,False
案例-13,来先生,谢谢你啊，王某！那我们等你的消息。,False
案例-13,王某,不客气，我们都是朋友。等我有了消息，我会及时告诉你的。,False
案例-13,来先生,王某，有消息了吗？,False
案例-13,王某,来先生，非常抱歉，我刚刚联系的人，他们已经有其他交易了。看来目前买方市场的需求不太稳定，可能要等一段时间才能有个好的机会。,False
案例-13,来先生,哦，那也没办法。我会再等等看的。,False
案例-13,王某,不好意思，来先生，我也很抱歉没能马上帮你解决问题。,False
案例-13,来先生,没事的，王某。我们以后还有机会合作的。,False
案例-13,王某,谢谢你的理解，来先生。我们以后一定还有机会合作的。,False
案例-13,来先生,王某，最近市场行情好像有所变动。我又有了卖出的机会。,False
案例-13,王某,是吗？那太好了！你打算以怎样的价格出售呢？,False
案例-13,来先生,我希望能以一个较高的价格出售，你能找到合适的买家吗？,False
案例-13,王某,我会努力找到合适的买家，别担心。虚拟币市场浮动很大，只要价格合适，总能找到合作的对象。,False
案例-13,来先生,好的，那就麻烦你了，王某。,False
案例-13,王某,不客气，我一定尽力帮你找到合适的买家。,False
案例-13,来先生,王某，有找到买家的消息了吗？,False
案例-13,王某,来先生，我们运气不是很好，我刚刚联系的人，他们对价格不太满意。看来目前市场对于大额交易的需求很小。,False
案例-13,来先生,哦，这样啊。那我会再等等看的。,False
案例-13,王某,抱歉，来先生，我并不是没有努力为你找到买家的。,False
案例-14,陈明,我听说虚拟货币投资是一个很大的领域，但是非常容易受到诈骗，你们要谨慎前进。,False
案例-14,李华,是啊，虚拟货币投资确实存在一些风险，我们一定要小心。,False
案例-14,陈明,对于新手来说，一定要注意诈骗，特别是在注册交易所的时候。,False
案例-14,李华,嗯，我明白。那你有什么建议吗？,False
案例-14,陈明,我建议你们要选择主流的交易所，不要冒险注册一些小交易所，因为有些小交易所可能是诈骗。,False
案例-14,李华,明白了，我们会注意的。,False
案例-14,陈明,另外，一定要小心私信诈骗，不要相信那些陌生人私信的推荐和投资机会。,False
案例-14,李华,好的，我会注意的。,False
案例-15,小雨,你好，请问我可以在这个平台上投资吗？,False
案例-15,诈骗者,当然可以！我们的平台是合法的，经过了严格的监管。,True
案例-15,小雨,那我该如何操作呢？,False
案例-15,诈骗者,很简单，你只需下载我们的APP，注册账号，然后就可以开始投资了。,True
案例-15,小雨,好的，我会去做的。,False
案例-15,诈骗者,投资之前，你需要先充值一定的金额作为资金准备。,True
案例-15,小雨,那需要充值多少钱呢？,False
案例-15,诈骗者,一般来说，充值1000元就可以开始投资了。,True
案例-15,小雨,1000元吗？听起来还挺合理的。,False
案例-15,诈骗者,是的，我们的平台投资回报率非常高，你一定会赚大钱的。,True
案例-15,小雨,那我先试试看吧。,False
案例-16,吉先生,我是吉先生，我觉得下载的软件有问题，24小时后我的钱还没有到账。,False
案例-16,诈骗者,非常抱歉，吉先生。由于系统升级，我们的提现功能可能会有延迟。您的钱将在24小时内到账。,True
案例-16,吉先生,真的吗？那我等待一下。,False
案例-16,诈骗者,是的，吉先生。请耐心等待。,True
案例-16,吉先生,好的，我会等待的。,False
案例-17,林浩,郭辉，你说你刚入职一家做金融的公司，业务组缺人手，我想干吗？,False
案例-17,郭辉,就凭你的学历，专业金融公司会录用你吗？,True
案例-17,郭辉,作为业务员，首先要联系股民，将其添加为微信好友，再拉到各个微信群中。,True
案例-17,郭辉,讲师在直播间中“分享”对股票市场的分析。,True
案例-17,林浩,公司是专业搞金融的吗？,False
案例-17,郭辉,就凭你的学历，专业金融公司会录用你吗？,True
案例-17,林浩,郭辉，你说你刚入职一家做金融的公司，业务组缺人手，我想干吗？,False
案例-17,郭辉,作为业务员，首先要联系股民，将其添加为微信好友，再拉到各个微信群中。,True
案例-17,郭辉,讲师在直播间中“分享”对股票市场的分析。,True
案例-18,客服,您好，我是虚拟币投资平台的客服，请问您有什么问题需要咨询吗？,False
案例-18,刘女士,你好，我听说你们平台有投资虚拟币的机会，我对这方面很感兴趣。,False
案例-18,客服,是的，我们平台提供了投资虚拟币的机会，非常适合有兴趣的人。,False
案例-18,刘女士,听说首次投资还可以获得额外的50个虚拟币？,False
案例-18,客服,没错，我们为首次投资的用户提供额外的50个虚拟币作为赠送。,False
案例-18,刘女士,那太好了！我想试一试，怎样操作呢？,False
案例-18,客服,首先，您需要下载我们的手机软件，然后按照软件上的指引进行操作。,False
案例-18,刘女士,好的，我下载了软件。我可以先投入一点资金试试吗？,False
案例-18,客服,当然可以，您可以先投入一些小额资金进行试水，感受一下虚拟币投资的乐趣。,False
案例-18,刘女士,我投入了几百元，果然成功兑现了900多元！,False
案例-18,客服,很高兴您获得了回报，这只是我们平台投资的开始。如果您对投资虚拟币感兴趣，可以考虑增加投资金额。,False
案例-18,刘女士,那我想再投资8万元，可以吗？,False
案例-18,客服,当然可以，8万元可以为您提供更多投资机会和更高的收益。,False
案例-18,刘女士,好的，我已经转账了。,False
案例-18,客服,非常感谢您的投资，我们会尽快为您处理交易。,False
案例-18,刘女士,为什么我投资的8万元迟迟没有兑现呢？,False
案例-18,客服,很抱歉，出现这样的情况可能是因为系统处理压力较大，稍等一下我们会尽快处理。,True
案例-18,刘女士,我等了好几天，都没有任何回应，你们的客服也不回复我了。,True
案例-19,李某,你好，你是谁？,False
案例-19,骗子,你好，我是一个区块链投资专家。你有兴趣参与虚拟货币交易吗？,True
案例-19,李某,虚拟货币？我听说过，但不太了解。你能告诉我更多吗？,False
案例-19,骗子,当然可以！虚拟货币是未来的趋势，可以通过互联网进行交易。只要你跟着我的指导操作，就能赚取高额利润。,True
案例-19,李某,听起来不错啊，我可以在家就能赚钱了。,False
案例-19,骗子,是的！你只需要下载一个专门的交易软件，然后按照我的指示操作，就能开始赚钱了。,True
案例-19,李某,那我现在就去下载。你能推荐一个安全可靠的软件吗？,False
案例-19,骗子,当然，我会给你发送一个下载链接。你只要点击链接就能下载，无需担心安全问题。,True
案例-19,李某,好的，我已经点击下载链接了。,False
案例-19,骗子,非常好！现在你可以用下载的软件登录账号了。接下来，我会教你如何操作。,True
案例-19,李某,好的，请告诉我具体的操作步骤。,False
案例-19,骗子,首先，请输入你的个人信息和银行账号，以便我们能够将赚取的利润发送给你。,True
案例-19,李某,这些信息是安全的吗？我稍微有点担心。,False
案例-19,骗子,完全不用担心，我们的软件是经过加密的，保证了你的信息安全。,True
案例-19,李某,好的，那我输入了个人信息和银行账号。,False
案例-19,骗子,非常好！现在你可以开始交易了。你只需要按照市场走势进行买入和卖出操作，就能赚取高额利润。,True
案例-19,李某,听起来很简单！我会按照你的指示进行操作。,False
案例-19,骗子,很好！一旦你赚取了利润，我们会立即将款项发送到你的银行账号。,True
案例-19,李某,太好了！我真的能在家赚钱了。,False
案例-19,骗子,是的，这个机会难得一遇。你一定要抓住机会，多多参与交易。,True
案例-19,李某,好的，我会的。谢谢你的指导！,False
案例-19,骗子,不客气，我会继续关注你的交易情况。如果有任何问题，随时告诉我。,True
案例-19,李某,好的，我会的。,False
案例-19,骗子,祝你交易顺利，赚取丰厚的利润！,True
案例-19,李某,谢谢！我会努力的。,False
案例-20,杨女士,嗨，我听说你有一个专门买卖火币的投资平台，我对这个很感兴趣。,False
案例-20,骗子,是的，我们的平台专门提供买卖火币的服务，而且有专人指导，投资得当的话最高能有10倍溢价哦。,True
案例-20,杨女士,听起来不错。请问我要怎样下一步操作？,False
案例-20,骗子,首先，你需要点击我发给你的链接下载我们的投资平台。,True
案例-20,杨女士,好的，我已经下载了投资平台。,False
案例-20,骗子,很好。接下来，你可以根据客服的安排进行小额充值，然后按照我们的投资导师的指示进行买进和卖出。,True
案例-20,杨女士,好的，我会按要求进行操作。,False
案例-20,骗子,很棒！你的第一笔投资已经成功了，你小赚了一些钱哦。,True
案例-20,杨女士,太好了，我感觉这个投资很靠谱，我要再投入一些资金。,False
案例-20,骗子,没问题，我会给你短期投资的建议，你可以加大买入频率和买入金额。,True
案例-20,杨女士,好的，我会按照你的建议继续投资。,False
