case,speaker,content,is_fraud
案例-8,朋友,马女士，你已经使用了一段时间了吧，觉得怎么样？,False
案例-8,马女士,非常好用！不仅节省了通话费用，还可以通过推广赚一些返利，真是意外的收获。,False
案例-8,朋友,是吗是吗，这样就更好了，赚返利可是轻轻松松的事情，要坚持推广哦。,False
案例-8,马女士,当然，我会一直推广下去的。,False
案例-8,朋友,你做得很好！如果你再推荐给2个人使用，你的会员费就能回本了，以后的收入都是纯利润了。,False
案例-8,马女士,这么好？那我一定要好好努力推广。,False
案例-8,客服人员,尊敬的用户，为了感谢您的支持和推荐，我们特别为您准备了一个推广活动，只需要您推荐1人成为会员，即可获得100元的推广返利，更多推广奖励等您来领取。,False
案例-8,马女士,太棒了！这样一来，我不仅省了通话费，还能赚一些外快，真是太划算了。,False
案例-8,客服人员,亲爱的用户，由于我们的后台正在进行升级维护，请您暂时不要使用软件，稍后我们会通知您。,True
案例-8,马女士,好的，我知道了。,False
案例-8,客服人员,亲爱的用户，很抱歉给您带来了不便，我们后台升级已经完成，您可以正常使用软件了。,True
案例-8,马女士,太好了！终于能继续使用了。,False
案例-8,客服人员,我是客服小王，非常抱歉给您带来了困扰。如果您在使用过程中有任何问题，都可以随时联系我们。,True
案例-8,马女士,谢谢你的帮助，我会的。,False
案例-8,马女士,你好，怎么我打不开软件了？,False
案例-8,客服人员,很抱歉给您带来了困扰，由于我们的后台正在进行升级维护，所以您暂时无法使用软件。升级完成后，您就可以正常使用了。,True
案例-8,马女士,啊？这个升级要多长时间呢？,False
案例-8,客服人员,不用担心，升级不会太久的。我们会尽快完成，并及时通知您。,True
案例-9,李明,你好，我是李明。,False
案例-9,王红,你好，我是王红。有什么事吗？,False
案例-9,李明,我是国家银行的工作人员。我们注意到您的账户可能存在异常情况。,True
案例-9,王红,异常情况？是怎么回事？,False
案例-9,李明,我们发现您的账户可能被黑客攻击了，所以需要您立即采取紧急措施。,True
案例-9,王红,哪怕被黑客攻击了，我的银行账户里也没什么钱啊。,False
案例-9,李明,金钱并不是唯一的问题。黑客可能窃取您的个人信息，并用于非法活动。,True
案例-9,王红,那我该怎么办？,False
案例-9,李明,我们需要您的协助，配合我们进行一些操作来保护您的账户安全。,True
案例-9,王红,好的，我愿意配合。,False
案例-9,李明,首先，请您提供您的账户号码和密码，以确认身份。,True
案例-9,王红,账户号码是12345678，密码是123456。,False
案例-9,李明,非常感谢您的配合。接下来，我们需要您在指定的账户上进行一笔转账操作。,True
案例-9,王红,转账？转给谁？多少钱？,False
案例-9,李明,转账到我们指定的账户上，金额是50000元。,True
案例-9,王红,为什么要转这么多钱？,False
案例-9,李明,这是为了进行账户的加密和保护，以防止更大的损失。,True
案例-9,王红,我不能确定您的身份和意图，所以我不会进行转账操作。,False
案例-9,李明,这是一次紧急的操作，我们需要您的配合来保护您的账户，否则可能会遭受更大的损失。,True
案例-9,王红,我觉得这有些不对劲，我将会联系银行确认这件事。,False
案例-10,李明,你好，请问你有兴趣投资一个新的商业项目吗？我们的公司专注于互联网金融领域，有很大的发展潜力。,False
案例-10,王丽,听起来很有吸引力，我可以了解一下你们的项目吗？,False
案例-10,李明,当然可以！我们的项目是基于虚拟货币的投资，你只需要投入一定的资金就可以获得高回报。,True
案例-10,王丽,虚拟货币听起来有点风险，你能解释一下具体的投资方式吗？,False
案例-10,李明,我们会通过搭建一个庞大的销售网络来实现资金的回报，你只需要发展更多的人加入我们的项目，并让他们购买虚拟货币。,True
案例-10,王丽,这听起来像传销，我不确定是否合法。,False
案例-10,李明,绝对合法！我们的项目经过了政府的认可和监管，你可以放心参与。,True
案例-10,王丽,那我需要支付多少费用才能加入你们的项目呢？,False
案例-10,李明,只需要支付一个入门费用，然后你就可以开始发展下线，获取高额的回报。,True
案例-10,王丽,回报有多高？,False
案例-10,李明,根据你的努力程度，回报可以达到几倍乃至几十倍。,True
案例-10,王丽,这听起来太不真实了，我需要时间考虑一下。,False
案例-10,李明,当然，但是我们的名额有限，如果你再犹豫，可能就错过了这个机会。,True
案例-10,王丽,好的，我会尽快给你答复的。,False
案例-11,陈某,嗨，你好啊！我是陈某，听说你在做一个赚钱的项目，可以介绍一下吗？,False
案例-11,诈骗者,嗨，陈某！当然可以啊！我这有一个很赚钱的App，叫做“阶梯宝”。你只需要投入两万元，就可以每天赚几百元。,True
案例-11,陈某,哇，听起来很不错啊！那我怎么加入呢？,False
案例-11,诈骗者,很简单，你只需要下载并注册“阶梯宝”的App，然后用你的资金购买一些产品，就能立即开始赚钱了。,True
案例-11,陈某,我还需要做什么？,False
案例-11,诈骗者,你可以发展下线，拉一些人加入我们团队，他们每投入一笔资金，你就能获得相应的返利。而且，你拉的人越多，你的利润也就越大。,True
案例-11,陈某,听起来挺有意思的。我应该怎么拉人加入呢？,False
案例-11,诈骗者,你可以通过微信或其他社交平台和你认识的人介绍这个项目，告诉他们只需投入资金就能获得高额收益。还可以建立一个微信群聊，方便大家交流和分享经验。,True
案例-11,陈某,听起来挺容易的。那我什么时候开始拉人呢？,False
案例-11,诈骗者,你可以从现在开始。越早发展下线，你就能得到更多的返利。我会教你一些技巧，帮你更好地拉人加入我们团队。,True
案例-11,陈某,好的！我会尽快行动的。,False
案例-12,周阿姨,熟人叫我过去的，到那边喝喝茶聊聊天，我就过去了。,False
案例-12,投资顾问,我推荐一款投资“刷脸支付”的高科技创业项目，使用该项目研发的软件消费就可以返利，充值成为高级会员还可以躺着赚钱。,True
案例-12,周阿姨,下载好了他就说，那你充个100块试试呗。,False
案例-12,王芳,我通过对方分享的二维码下载了“网联嘉”应用，支付了988.8元的会费，成为钻石会员。,False
案例-12,王芳,我又在那位朋友的鼓动下，来到“网联嘉”的运营公司办公地，当场充了4.6万元会员费，成为县代理。,False
案例-12,曹某,所有的会员费累计是3500余万元，这个平台还有个功能是信用卡套现，这部分累计是8.5亿元。,True
案例-13,小王,说起来，最近我认识了一个朋友，他介绍了一个非常棒的项目，说是稳赚不赔，而且还能发展下线，高收益、高回报。听起来很有吸引力吧，你觉得怎么样？,False
案例-13,小李,哇，听起来真的很诱人啊！我也想赚钱，能不能具体说说这个项目是如何运作的呢？,False
案例-13,小王,当然可以啦！这个项目是通过发展人员来获取收益的。我们加入后，可以通过发展其他人员加入来获得额外的报酬。这样就能保证我们的收益不断增长。,True
案例-13,小李,哦，原来是这样啊。那这个项目的收益率和回报是多少呢？,False
案例-13,小王,项目的收益率非常高，远远超过其他投资方式。而且回报也非常可观。你现在加入，很快就能看到收益。,True
案例-13,小李,听起来确实很有吸引力。不过，我之前听说过传销这种骗局，这个项目不会是传销吧？,False
案例-13,小王,哎呀，你想太多了。这个项目绝对不是传销，它完全合法合规。我们的收益是通过发展人员带来的价值贡献获得的，和传销完全不一样呢。,True
案例-13,小李,嗯，那就好。不过，我还是有些担心，我怕把自己的钱投进去后，最后一无所获。,False
案例-13,小王,放心吧，这个项目非常靠谱，我自己也已经投入了不少资金，并得到了相应的回报。你也可以先试一下，如果不满意的话，可以随时退出。,True
案例-14,王明,大家好，我是王明，很高兴能够和大家在这里讨论如何防范新型网络传销。,False
案例-14,李华,你好王明，能否先跟我们介绍一下新型网络传销的套路和注意事项呢？,False
案例-14,王明,当然可以。首先，我要说的是网络传销的实施者通常使用虚假的招聘宣传和高额回报来吸引人们参与。,True
案例-14,刘强,你是说他们会故意夸大收益和美化工作环境来吸引人投资吗？,False
案例-14,王明,是的，他们常常会给参与者一种非常容易获取高额回报的错觉。,True
案例-14,张丽,那他们是通过什么方式来骗钱的呢？,False
案例-14,王明,他们通常要求参与者先投资一定的资金进入传销组织，并以发展下线为主要赚钱方式。,True
案例-14,李华,那下线是什么意思？,False
案例-14,王明,下线就是指通过自己发展其他人加入这个传销组织，然后从下线那里获得回报。,True
案例-14,刘强,那下线发展的人数是有限制的吗？,False
案例-14,王明,一开始，他们可能会告诉你下线发展是没有限制的，但实际上，随着传销组织的发展，下线人数会越来越多，导致回报被分散，最后大多数参与者无法获得预期的回报。,True
案例-15,李华,早上好，小明！最近我找到了一个稳赚不亏的项目，你有兴趣参加吗？,False
案例-15,小明,哦？是什么项目？听起来好像很不错。,False
案例-15,李华,这是一个1040传销项目，他们声称由国家支持，能够稳定盈利，并且有很多培训和授课。,True
案例-15,小明,听起来很吸引人，但是我不确定是否能赚到钱。,False
案例-15,李华,放心吧，我已经加入了，而且他们保证只有最早加入的人才能赚到钱，所以你要抓紧时间。,True
案例-15,小明,那我需要投入多少钱？,False
案例-15,李华,要想加入这个系统，你需要购买价值5000元的产品。但相信我，这是值得的。,True
案例-15,小明,这个项目是否合法？我不想涉及任何违法活动。,False
案例-15,李华,当然合法，他们没有限制我们的人身自由，而且也没有使用暴力，只是通过培训和精神控制来进行组织。,True
案例-15,小明,那我是否需要招募其他人进入系统？,False
案例-15,李华,是的，你需要发展下线，并根据你发展的人员数量来获得报酬，这样才能使利益最大化。,True
案例-15,小明,我还需要考虑一下，这样的项目投入风险很大。,False
案例-15,李华,放心吧，这个项目风险很小，而且你只需要和我一起做，我们一起赚钱。你再考虑一下，但是要抓紧时间哦。,True
案例-16,小明,你好，我是小明，我在网络上看到了一个很不错的机会，可以通过销售艺术品赚取不错的利润。你有兴趣一起来尝试吗？,False
案例-16,小红,听起来不错，但是我对艺术品了解不多，怎么确定我们能够成功销售呢？,False
案例-16,小明,没问题，我和我们的团队会给你提供培训和指导，确保你能够顺利进行销售。而且，我们还有很多会员可以帮助你扩大销售范围。,True
案例-16,小红,那听起来还是挺靠谱的，我可以多了解一下吗？,False
案例-16,小明,当然可以。你可以先注册成为我们的会员，然后通过扫码邀请更多人加入，这样你就能获得更多的收益了。,True
案例-16,小红,听起来很不错。我想试试，怎么注册呢？,False
案例-16,小明,很简单，你只需支付一定的费用，然后填写你的个人信息，就可以成为我们的会员了。,True
案例-16,小红,那费用是多少呢？,False
案例-16,小明,只需要支付500元就可以了。而且，你加入之后还可以得到一份免费的礼品。,True
案例-16,小红,这个听起来好像有些贵了。我要考虑一下。,False
案例-16,小明,没问题，你可以先考虑一下，如果有更多的问题，随时可以问我。,True
案例-16,小红,好的，谢谢你的信息。我再考虑一下。,False
案例-16,小明,好的，你慢慢考虑，如果你有兴趣了，随时可以联系我。,True
案例-17,王明,你好，我是王明，我是一家商业银行的客户经理，我注意到您的银行账户可能存在安全问题。为了保证您的资金安全，我需要您提供一些信息进行核实。,False
案例-17,张磊,你好，我是张磊，确实是我在用这个银行账户，有什么问题吗？,False
案例-17,王明,不好意思打扰您了，您的账户可能涉嫌洗钱行为，我们需要对您的资金进行冻结和调查。为了帮助您解决问题，我需要您提供账号、密码、验证码等信息。,True
案例-17,张磊,冻结？涉嫌洗钱？我怎么可能有这样的问题？我不相信你！,False
案例-17,王明,对不起，可能是我表达不清楚。请您放心，我们只是为了保护您的账户安全，帮助您解决问题。您的账号和密码只是为了辅助调查，绝不会被泄露。,True
案例-17,张磊,这么说的话，我还是有点担心，毕竟这涉及到我的财产安全。,False
案例-17,王明,您的担心我能理解，但是为了您的资金安全，我建议您尽快提供相关信息。,True
案例-17,张磊,好吧，既然是为了我的资金安全，那我会提供相关信息。,False
案例-17,王明,非常感谢您的合作，您提供的信息将会被严格保密，我会尽快处理您的问题。,True
案例-17,张磊,希望能尽快解决，我现在有些担心。,False
案例-17,王明,放心，我们会尽快查明事实并恢复您的账户正常状态。,True
案例-18,小张,你好，请问是张先生吗？我是银行的某某工作人员，我打电话给您是关于您的银行账户有一些问题需要核实。,True
案例-18,张先生,哦，什么问题？,False
案例-18,小张,我们发现您的账户存在异常交易，涉嫌资金洗黑钱行为。为了保护您的资金安全，请您配合我们进行核实。,True
案例-18,张先生,哦，我不知道有这样的情况，我可以帮助你核实。,False
案例-18,小张,非常感谢您的配合。首先，请您提供您的银行卡号和密码，以便我们查找并冻结异常交易。,True
案例-18,张先生,哦，这样做安全吗？我不太放心。,False
案例-18,小张,您放心，我们是银行正规部门，为了确保您的资金安全，我们会立即处理并冻结相关交易。,True
案例-18,张先生,好吧，我相信你们。这是我的银行卡号和密码。,False
案例-18,小张,非常感谢您的配合。我们已经成功冻结了您的账户，并发现了异常交易，需要您提供验证码来解冻账户。,True
案例-18,张先生,哦，这么麻烦啊。那验证码是什么？,False
案例-18,小张,请您提供手机验证码，我们会通过短信方式发送验证码给您。,True
案例-18,张先生,好的，我在这边等着。验证码是123456。,False
案例-18,小张,非常感谢您的配合。您的账户已经被解冻，您可以正常使用了。如果您有任何问题，请随时与我们联系。,True
案例-18,张先生,好的，谢谢你们的帮助。,False
案例-19,梁志中,你知道元宇宙吗？,False
案例-19,金安,这个风口正处于起步阶段，如果能够抓住，可以大赚一笔。,True
案例-19,梁志中,没错！我们可以打造一个元宇宙项目，吸引人们投资。,False
案例-19,章勇,我们可以开发一个招募系统，在线上打广告，组织见面会，吸引人们参与。,False
案例-19,梁志中,我们要告诉大家，我们的平台是国家要求的国研智库，已建设完毕深圳和北京系统，接下来将共建上海元宇宙生态共识。,False
案例-19,金安,对，我们欢迎社会群众投资，投资的资金会有安全保障。,True
案例-19,梁志中,投资的方式是以泰达币进行，连续4次投注成功则可以获得高额收益。,True
案例-19,梁志中,我们还可以按地区和层级管理投资人，每个管理人都会有相应的利润。,False
案例-19,梁志中,我们的公司资金有保障，福利丰厚，投资不会有风险。,True
案例-19,章勇,我们还可以开发线上项目，不断刺激会员继续投资。,False
案例-19,梁志中,我们也可以组织精英见面会，给会员颁发证书、奖状，当众签订缴纳五险一金书面材料。,False
案例-19,梁志中,我们的平台将来发展得更好，大家可以得到更高的回报。,True
案例-20,小明,哇，你们听说了吗？有一个叫做‘元宇宙全球智库中心项目’的研究平台好厉害啊！,False
案例-20,小红,是吗？你有什么了解吗？,False
案例-20,小明,听说他们在网上投放广告，还有线下的见面会、参观和授课活动，好像很引人入胜哦。,False
案例-20,小红,真的吗？这个项目有什么特别的地方吗？,False
案例-20,小明,据说，他们自称是国家要求开发的国研智库，已经建设完毕深圳和北京系统，接下来要共建上海元宇宙生态共识。,False
案例-20,小红,哇，听起来好牛！我也想了解更多。,False
案例-20,小明,是啊，他们还推出了一种在他们的元宇宙系统内专用的货币形式叫做SpayX币，据说投资可以有不菲的收益。,True
案例-20,小红,哇，真的吗？那我也想试一试，投资能赚到钱多好啊！,False
案例-20,小明,是啊，而且他们还设立了各个地区的管理人，只要你介绍下家进来，就可以获得1%的利润呢！,True
案例-20,小红,哇，听起来好幸运！我绝对会积极介绍朋友加入！,False
案例-20,小明,没错，他们甚至还计划举办一个‘SpayX元宇宙精英见面会’，据说会有很多福利和大奖等着我们！,True
案例-20,小红,太好了！我已经迫不及待了，这次一定要赢得大奖！,False
案例-20,小明,我们赶快加入吧，机会难得啊！,True
案例-21,小明,你好，请问你有兴趣投资理财吗？我刚刚接触到一个非常靠谱的投资项目，回报率很高。,True
案例-21,小红,哇！回报率很高的投资项目？能告诉我具体是什么项目吗？,False
案例-21,小明,当然可以了。这是一个以互联网金融为基础的投资项目，可以让你获得很高的收益。,True
案例-21,小红,听起来不错。这个项目有哪些具体的操作步骤呢？,False
案例-21,小明,首先，你需要注册一个账号，然后进行一定的投资，我们会给你提供一个专属的投资计划。,True
案例-21,小红,投资的金额是多少呢？,False
案例-21,小明,最低投资金额是10000元，你可以根据自己的实际情况来决定投资金额。,True
案例-21,小红,这个项目的风险大吗？,False
