case,speaker,content,is_fraud
案例-161,鲍丽华,我觉得我可能被骗了，不如我联系平台客服解决吧。,False
案例-162,李明,你好，我手上有一台某品牌的礼品机，可以低价出售，你有兴趣吗？,False
案例-162,朱先生,是吗？那什么价格呢？,False
案例-162,李明,通常市场价要高很多，我可以低于市场价3000余元卖给你。,True
案例-162,朱先生,听起来不错，那我买了。,False
案例-162,李明,行，我给你发货，几天后你应该就会收到。,True
案例-162,朱先生,怎么只收到了一些配件？手机呢？,False
案例-162,李明,非常抱歉，我的失误，快递发错了。那台礼品机已经寄给了另一位买家，我建议你补齐差价，按市场价购买一台新机，这样更稳妥。,True
案例-162,朱先生,虽然不太开心，但还是可以接受，补差价就补差价吧。,False
案例-162,李明,谢谢你的理解，我会尽快安排发货。,True
案例-162,朱先生,等等，快一星期了，怎么还没有收到手机？,False
案例-162,李明,抱歉，情况有点复杂。我现在被别人堵在店里，欠了一些钱，能不能先借我5000块钱脱身？事情解决后，我马上发货并一并还钱。,True
案例-162,朱先生,这情况不好啊，但是看你也挺诚恳的，我再借你5000。,False
案例-162,李明,太谢谢了，我会记住你这份恩情的。另外，我有个可靠货源，可以便宜进货，你再借我2万，事后都还你。,True
案例-162,朱先生,这有点多啊，不过你之前也没有消失，那好吧，我借你。,False
案例-162,朱先生,快两个月了，还是没有收到手机，你是不是在骗我啊？,False
案例-162,李明,怎么可能，我真的是在帮你买低价手机，等我这几天手头松了，马上还你钱！,True
案例-162,朱先生,这样下去不行，我要报警。,False
案例-163,张伟,你好，小松先生，我们是一款新推出的交友App，你可以在这里找到志同道合的朋友，甚至可以更进一步哦。,True
案例-163,小松,真的吗？听起来不错，这款App叫什么名字？,False
案例-163,张伟,我们这款App叫做‘缘分天空’，你只需要下载，然后我们会有客服帮助你进行操作。,True
案例-163,小松,好的，我已经下载了，接下来怎么操作呢？,False
案例-163,张伟,你可以先注册账号，然后我们会提供一个特别活动，你可以充值解锁一些特别的交友对象，而且充值后还可以获得返现哦。,True
案例-163,小松,好的，我充值了500元，现在怎么解锁交友对象呢？,False
案例-163,张伟,稍等一下，我们后台正在处理，你可以继续充值来解锁更多高级功能，这样还能有更多返现。,True
案例-163,小松,我已经充值了四次，现在总共充值了两万元，我想提现返现部分。,False
案例-163,张伟,哦，系统显示提现操作失败了，需要你再充值一些金额来解锁提现功能，你可以继续充值吗？,True
案例-163,小松,这次我充值了追加的两万元，但提现还是失败了，这怎么回事？,False
案例-163,张伟,可能是系统问题，你稍后再试试。如果还是不行，可以联系客服解决。,True
案例-163,警官李强,小松先生，根据我们的调查，你很可能已经遇到了电信诈骗，对方通过虚假的交友和返现引导你不断充值，这是典型的诈骗手段。,False
案例-163,小松,啊，原来是这样，谢谢你们提醒，我明白了。,False
案例-164,苏先生,您好，我在某二手交易平台看到您发布的‘精品车况，低价转让’的信息，这辆车还在吗？,False
案例-164,许某,您好，车还在的，而且车况非常好，没有出过任何事故。现在只需要支付少量定金，我们还包托运费。,True
案例-164,苏先生,这辆车的价格确实很诱人，我付款的话具体怎么操作？,False
案例-164,许某,您可以通过其他社交软件与我联系，平台交易有点复杂，直接私下操作会更方便一些。您先支付定金，后续我会安排物流送车。,True
案例-164,苏先生,好的，那我通过微信联系您吧，请告诉我您的微信号。,False
案例-164,许某,这是我的微信号 xxxx，请加我好友并支付定金30000元，我会立即安排物流。,True
案例-164,苏先生,已经加您微信并支付了定金，麻烦尽快安排物流发车。,False
案例-164,许某,好的，稍后我会通知物流公司出车，大概三天左右您就可以收到车。,True
案例-164,苏先生,好的，我等着您的通知。,False
案例-164,苏先生,已经过去四天了，车还没有到，请问发车了吗？,False
案例-164,许某,车已经在路上，再等几天就到了。请稍安勿躁。,True
案例-164,苏先生,又过去一周了，车还是没有到，而且您怎么不回我的消息了？,False
案例-164,许某,(此时许某已将苏先生拉黑，无法联系),True
案例-165,徐建明,马先生您好，我有一个朋友委托我低价出售一辆帕萨特油电混动版轿车，您是不是有兴趣呢？,False
案例-165,马伟,啊？低价出售？是的，我一直在找这种车，多少钱呢？,False
案例-165,徐建明,这辆车的市场价在20万元左右，但我朋友因为急需用钱，只卖18.5万元，您觉得如何？,True
案例-165,马伟,听起来不错，车况怎样呢？,False
案例-165,徐建明,车况很好，保养得非常好，您完全可以放心。我有一段视频，可以证明车主委托我出售这辆车。,True
案例-165,马伟,好的，我愿意交易。定金需要多少呢？,False
案例-165,徐建明,定金是6.6万元，等过户成功后再支付剩余款项。,True
案例-165,马伟,好的，那我现在就转账给您。,False
案例-165,徐建明,收到款项后我会立刻安排车辆交付，但是因为我的朋友现在在外地，没法当面验车，所以暂时先把车交给您。,True
案例-165,马伟,没问题，只要车辆和手续都齐全就行。,False
案例-165,马伟,可是为什么过了两个月都没有过户信息呢？我似乎查不到车主的信息啊。,False
案例-165,徐建明,这个……车主那边暂时有点问题，可能要再等等。,True
案例-165,马伟,不行，我觉得事情不对劲，您要么退还我的定金，要么尽快解决过户问题，否则我会报警。,False
案例-166,张强,你好，我看你对那款手机感兴趣，是吧？我这儿还有几台，你看你要不要先定一个？,False
案例-166,李明,是的，我对这款手机很感兴趣，价格也挺合适的。,False
案例-166,张强,好的，你可以先支付216元的款项，然后我会尽快发货。,False
案例-166,李明,我已经支付了216元了，请尽快发货。,False
案例-166,张强,好的，但是在发货前你还需要支付一块钱的保价费用，扫描这个二维码就可以了，我随后会把这一块钱退给你。,True
案例-166,李明,好的，我马上扫。,False
案例-166,李明,我已经支付了一块钱，不过怎么订单状态变成了确认收货？,False
案例-166,张强,哦，这个是平台系统的问题，你不要在意，货马上就会发给你。,True
案例-166,李明,那好吧，我等着。,False
案例-167,张强,您好，我看到您对这款手机感兴趣，这个手机是全新的，只用了几天，非常划算。,False
案例-167,李明,是的，我确实觉得这款手机的价格很吸引人，请问支持什么付款方式呢？,False
案例-167,张强,我们支持平台内付款，这样您也放心。不过由于是二手平台，您需要先在平台上支付相应的款项，款项会暂时冻结在平台，等您确认收货后才会到我这里。,False
案例-167,李明,好的，我已经支付216元，订单目前处于买家已付款、卖家未发货状态。,False
案例-167,张强,非常感谢您的信任。由于需要保价运输，您只需支付一块钱的保价费用，我会把这钱退给您。请您扫描我发的二维码进行支付。,True
案例-167,李明,好的，我扫一下二维码。,False
案例-167,张强,等您支付保价费用后，我立即发货。,True
案例-167,李明,我已经支付了一块钱，怎么订单显示已经确认收货了？,False
案例-167,张强,啊？我这里显示一切正常，您稍等一下，我看看是不是系统的问题。,True
案例-167,李明,我没有收到货，订单就变成了交易完成状态，这是怎么回事？,False
案例-167,张强,估计是系统故障，我建议您联系一下平台客服，说不定他们可以帮您解决。,True
案例-167,李明,这根本就是个陷阱，我会联系平台投诉的。,False
案例-168,张伟,你好，我看中你卖的这款手机了，能稍微讲讲这手机的情况吗？,False
案例-168,李华,你好，这款手机是九成新的，用了一年左右，没有大问题。价格是216元。,False
案例-168,张伟,价格挺合适的，我决定买了，怎么付款？,False
案例-168,李华,您可以直接通过平台付款，支付成功后我就安排发货。,False
案例-168,张伟,好的，我已经通过平台付款了，付款金额是216元。,False
案例-168,李华,好的，已经收到您的付款。为了确保商品在运输过程中得到保障，请您支付一块钱的保价费用，这是平台的新规定。您扫描这个二维码就可以支付，支付后我会退还给您。,True
案例-168,张伟,哦，好的，我这就扫描二维码支付保价费用。,False
案例-168,张伟,我已经通过支付宝支付了一块钱保价费用，请查收。,False
案例-168,李华,好的，我已经收到保价费用。确认收货吧，货马上就发给您。,True
案例-168,张伟,可是为什么我没有收到货，订单状态已经显示为确认收货了？,False
案例-168,李华,哦，可能是系统的误操作吧，您放心，货很快就会发出。,True
案例-168,张伟,为什么还没有发货？我怎么联系不上你了？,False
案例-169,张强,您好，这是我发布的一款手机，目前售价216元，非常划算。,False
案例-169,李明,好的，我看中了这款手机，价格很合适，我会尽快付款。,False
案例-169,李明,我已经付款了，订单状态显示为已付款，等待发货。,False
案例-169,张强,好的，我们会尽快安排发货。在此之前，需要您支付一块钱作为保价费用，这笔钱我们稍后会退还给您。请您扫这个二维码支付。,True
案例-169,李明,好的，我来扫一下二维码进行支付。,False
案例-169,李明,我已经通过支付宝支付了一块钱保价费用。但是怎么订单状态显示为确认收货了？,False
案例-169,张强,这可能是系统的问题，您不用担心，我们很快会发货给您的。,True
案例-169,李明,那我再等一下吧，希望尽快收到手机。,False
案例-169,李明,现在过去两天了，我还没有收到手机，而且订单状态一直是交易完成的状态，请问我的货物什么时候能发出？,False
案例-169,张强,抱歉，我们可能遇到了发货延迟的问题，请您再耐心等待一下。,True
案例-170,李建国,您好，我看中您这款手机，能再便宜些吗？,False
案例-170,王伟,您好，这款手机已经是最低价了。不过，如果您担心运送过程中的安全问题，可以支付一块钱保价费用，防止交易中出现问题。,False
案例-170,李建国,哦，这样啊，那我支付保价费用吧，怎么操作？,False
案例-170,王伟,您扫描一下这个二维码，支付一块钱的保价费用就行了。支付后这笔钱会退还给您的。,True
案例-170,李建国,好的，我马上扫码支付。,False
案例-170,王伟,请使用支付宝扫描二维码进行支付，非常安全可靠。,True
案例-170,李建国,我已经支付了一块钱，但订单怎么显示确认收货了？我还没收到货啊！,False
案例-170,王伟,哦，这可能是系统的一个小误会，您不用担心，手机会马上发出的。,True
案例-170,李建国,可是订单已经显示交易完成，我的钱已经扣了！,False
案例-170,王伟,您放心，我会马上联系客服帮您处理。,True
案例-170,李建国,好吧，但你要尽快处理，我急需这部手机。,False
案例-171,张强,李先生您好，这款手机只剩最后一部了，您如果真的需要，建议尽快下单。,False
案例-171,李明,好的，我很喜欢这款手机，那我现在付款。,False
案例-171,李明,我已经支付了216元，现在订单状态显示为已付款，您什么时候发货呢？,False
案例-171,张强,李先生，因为这款手机的价值较高，为了避免运输途中损坏，我建议您支付一元保价费，我们会在收到这一元费用后立即发货，并且这笔费用会在您收到货后立即退还。,True
案例-171,李明,好吧，那我怎么支付这笔费用呢？,False
案例-171,张强,我这里有一个二维码，您只需要扫码支付一元保价费就行了。,True
案例-171,李明,好的，我这就扫码支付。,False
案例-171,李明,我已经支付了一元保价费了，现在订单状态怎么变成了确认收货？,False
案例-171,张强,系统可能出现了问题，不用担心，我这就为您查询一下。,True
案例-171,李明,但是我现在还没有收到货，这种情况怎么办？,False
案例-171,张强,您别担心，我们会尽快解决这个问题，请您耐心等待。,True
案例-172,李先生,你好，我看中了一款手机，请问可以便宜一点吗？,False
案例-172,张某,你好，这款手机价格已经很优惠了。但是为了感谢你的购买，我可以给你免除保价费用。,False
案例-172,李先生,那太好了，我通过平台支付了216元，请确认。,False
案例-172,张某,好的。为了确保安全和商品可以顺利送达，请你支付一块钱的保价费用，这个费用我会在配送成功后退还给你。,False
案例-172,李先生,没问题，请告诉我支付方式。,False
案例-172,张某,我给你发一个二维码，你扫码支付即可，非常简单快捷。,True
案例-172,李先生,好的，我现在扫码。,False
案例-172,李先生,支付完成了，请确认。,False
案例-172,张某,好的，我这边已经收到支付，稍后会发货。,True
案例-172,李先生,怎么订单状态变成了‘确认收货’？但是我还没收到手机啊。,False
案例-172,张某,哦，这可能是系统的一个小问题，你放心，手机马上发货。要是有什么问题，你可以联系我们的平台客服。,True
案例-172,李先生,好的，但还是有点担心，我会跟客服联系确认下。,False
案例-173,刘伟,你好，请问这件衣服还在吗？,False
案例-173,吴强,在的，您需要吗？,False
案例-173,刘伟,需要的，看起来不错。我已经付款了，不过看你这边账号信息好像不太完整，根据闲鱼的交易规则，你需要完善一下信息，之后货款才能打进你账户。我给你发个视频，你照着操作就行。,True
案例-173,吴强,好的，那您发视频给我吧。,False
案例-173,刘伟,好的，这是视频，你按照视频中过的方式去操作就可以了，视频里会让你扫一个二维码，是需要你进行信息认证的，操作起来挺简单的。,True
案例-173,吴强,好的，我看一下视频操作。,False
案例-173,吴强,我按照视频扫了二维码，然后怎么操作呢？,False
案例-173,刘伟,接下来最后一步是需要充值5000元，这是闲鱼官方银行账户用于银行卡认证的，你充值后就会自动打入你的闲鱼账户了。,True
案例-173,吴强,好的，我已经充值了。,False
案例-173,刘伟,嗯，好的。不过刚才你没有完善信息就已经下单，所以交易资金冻结了，现在需要你再充值1万元进行解冻。,True
案例-173,吴强,这样啊，那我先去派出所咨询一下吧，怕是遇到诈骗了。,False
案例-173,刘伟,不会的，这是按照闲鱼的官方流程操作的，没问题的。,True
案例-174,李晓明,你好，我是XXX银行的客服代表，请问您是不是李晓梅女士？,True
案例-174,李晓梅,是的，我就是。,False
案例-174,李晓明,我们银行系统最近进行了一次安全更新，发现您的账户有一些异常交易。为了保障您的账户安全，我们需要核实一些信息。请问您最近有没有进行过大额转账？,True
案例-174,李晓梅,没有啊，我最近也没怎么用这个账户。,False
案例-174,李晓明,好的，为了进一步确认您的账户安全，我需要您提供一下您的身份证号码和银行卡号。这是为了核实您的身份，请放心，我们会对您的信息进行保密。,True
案例-174,李晓梅,好的，我的身份证号是123456789012345678，银行卡号是622210xxxxxxxxxxxx。,False
案例-174,李晓明,谢谢您的配合，系统显示您的账户确实存在风险。为了确保您的资金安全，我们建议您将账户内的资金转移到一个安全账户。我们会为您临时开通一个安全账户，稍后会将账户信息发送给您。,True
案例-174,李晓梅,哦，那好吧，我需要怎么操作呢？,False
案例-174,李晓明,稍后我们会发送一个验证码到您的手机，请您将验证码告诉我们，以便我们为您开通临时安全账户。,True
案例-174,李晓梅,好的，验证码是123456。,False
案例-174,李晓明,谢谢，您的安全账户已经开通，请将您账户内的资金转到以下账户：622210xxxxxxxxxxxx。,True
案例-174,李晓梅,好的，我现在就转账。,False
案例-175,李华,您好，我对您卖的这款手机很感兴趣，请问现在还在售吗？,False
案例-175,王强,在的在的，这款手机是全新的，您可以放心购买。如果有任何问题，您随时可以问我。,False
案例-175,李华,好的，我想买这款手机，是多少钱呢？,False
案例-175,王强,216元，这个价钱包含了邮费，您可以直接通过平台下单。,False
案例-175,李华,好，我现在就下单。,False
案例-175,王强,好的，订单已经生成了。对了，为了防止运输过程中手机损坏，您需要支付一块钱的保价费用，扫码支付就可以了，我会退还这一块钱给您。,True
案例-175,李华,好的，那二维码发给我。,False
案例-175,王强,已经发给您了，请您扫码支付一下。,True
案例-175,李华,好的，我付好了。,False
案例-175,李华,奇怪，怎么订单显示已确认收货？可是我还没有收到手机啊！,False
案例-175,王强,可能是系统的问题，稍等一下，我帮您查一下。,True
案例-175,李华,好的，但您要尽快，因为我还没有收到货。,False
案例-175,王强,您放心，我会尽快处理的。,True
案例-176,张强,你好，我看到你在闲鱼上发布的孩子衣服很不错，请问现在还有吗？,False
案例-176,吴某,你好，是的，现在还有，你需要吗？,False
案例-176,张强,好的，我要了。为了方便交易，我已经通过咸鱼的支付系统付款了，不过你的账号好像信息不完善，系统提示需要你先完善信息认证，货款才能打进你账户。你可以扫描这个二维码进行信息完善。,True
案例-176,吴某,好的，我马上去完善信息。,False
案例-176,张强,感谢你的配合。在完成信息完善时，系统会要求你充值5000元到咸鱼官方银行账户进行银行卡认证，请你务必按照提示操作，不然钱无法打进你的账户。,True
案例-176,吴某,哦，需要充值5000元才能认证是吧？那我现在去操作。,False
案例-176,张强,对的，感谢理解。认证完成后，系统会自动将货款打到你的账户，请放心。,True
案例-176,吴某,我已经按照提示充了5000元，现在页面弹出了一个信息说由于我之前没有完善信息就已经下单，之前的交易资金暂时被冻结，需要充值1万元进行解冻。这是怎么回事？,False
案例-176,张强,这是系统为了安全起见的操作，只要你再充值1万元，就能解冻之前的资金，整个过程是安全的，请不要担心。,True
案例-176,吴某,我觉得好像有点不对劲，我还是去派出所咨询一下吧。,False
案例-177,张伟,你好，我看了你上架的衣服，挺不错的，请问还在吗？,False
案例-177,吴某,你好，还在的，你需要吗？,False
案例-177,张伟,好的，我马上付款给你。我先发一个视频，看看你是否能收到。,False
案例-177,张伟,这是我已经付款的视频，不过你需要按照咸鱼交易规则完善信息认证后，货款才能打进你的账户。请按视频里的操作来完善信息，这样我们可以更快完成交易。,True
案例-177,吴某,好的，需要怎么做呢？,False
案例-177,张伟,你只需扫码视频中的二维码进行信息认证，按照提示操作就行，认证后钱就会马上到账。,True
案例-177,吴某,我已经扫了码，现在让我充值5000元到一个咸鱼官方银行账户进行银行卡认证，这是必要的吗？,False
案例-177,张伟,是的，这是为了验证你的银行卡信息，以确保交易的安全。充完之后，钱会立即到你的账户上。,True
案例-177,吴某,我已经充值了5000元，接下来呢？,False
案例-177,张伟,系统显示因为你之前没有完善信息导致交易资金被冻结，需要再充值1万元进行解冻，完成解冻后所有钱会一并返回到你的账户。,True
案例-177,吴某,这是不是有什么问题？我感觉好像被骗了。,False
案例-177,张伟,绝对没有问题，这是咸鱼的交易规则，我们都是依据规范操作的。,True
案例-177,吴某,我还是去派出所咨询一下吧。,False
案例-178,李商,你好，我看到你发布的手机，很感兴趣，方便聊聊吗？,False
案例-178,王凡,你好，可以的。这部手机我用了一年多，基本没有划痕，想卖2000元。,False
案例-178,李商,价格有点高了，我看你发布的价格不是1800元吗？能不能便宜点？,False
案例-178,王凡,哦，1800元那是我之前的旧手机。我这部新的确实想卖2000元。,False
案例-178,李商,好的，那我们1800元成交吧。我能直接微信转账吗？更方便一些。,True
案例-178,王凡,嗯，好像可以。不过我还是更放心通过平台交易，这样有保障。,False
案例-178,李商,哎呀，平台扣费很高的，而且我们都见面交易了。你放心，我很诚信的，直接微信转账好吗？,True
案例-178,王凡,这样啊……那行吧，我微信号是12345678。,False
案例-178,李商,好的，我这就转账给你，1800元马上到。,True
案例-178,王凡,嗯，我等下确认收款，然后发货给你。,False
案例-178,李商,已转账，你可以查收了。,True
案例-178,王凡,好的，我查下……奇怪，怎么没有收到？,False
案例-178,李商,你再查一下，可能是网络问题稍微延迟了一下。,True
案例-178,王凡,还是没有……你能再确认一下吗？,False
案例-178,李商,已经转了，我这边显示已成功。你放心，钱肯定会到的，要不再等等？,True
案例-178,王凡,好吧，那我再等等看。,False
案例-178,王凡,刚刚查了一下，还是没有啊。,False
案例-178,李商,真的转了，可能银行那边有点问题，你再等一下，如果明天还没到我再处理。,True
案例-178,王凡,好吧，只能这样了。,False
案例-179,李明,你好，我在二手交易平台看到你出售的手机，请问还在吗？,False
案例-179,张强,你好，是的，还在，你有兴趣购买吗？,False
案例-179,李明,好的，那我们确定一个价格吧，后面方便的时候再进行交易。,False
案例-179,张强,没问题，我的手机是全新的，可以说是市面上最好的东西，给你个优惠价，2000元，你觉得可以吗？,False
案例-179,李明,这个价格很优惠，不过我在平台上看有类似的商品也要便宜一些。,False
案例-179,张强,明白，那如果我们私下交易，我可以给你1800元，这样我们都能省下平台的费用，这样可以吗？,True
案例-179,李明,这样的话的确很优惠，我们怎么交易呢？,True
案例-179,张强,你直接给我转账吧，转账后我立马给你发货。,True
案例-179,李明,好的，我这就转账给你。,True
案例-179,李明,钱已转账，请查收。,True
案例-179,张强,好的，我这就处理，稍后给你发货。,True
案例-180,王强,张阿姨，我最近在做一个二手车交易的项目，回报率非常高，而且几乎是零风险的，要不要了解一下？,True
案例-180,张丽,真的吗？强子，这听起来很好啊，能详细说说吗？,False
案例-180,王强,当然可以，阿姨。我们这个项目主要是通过网络和批发二手车，然后以较高的价格卖出去。因为车源可靠，而且市场需求大，所以稳赚不赔。,True
案例-180,张丽,听上去不错，你们是怎么保证零风险的呢？投资回报率又是多少呢？,False
案例-180,王强,阿姨，我们有专业的团队负责二手车的评估和销售，而且还有多名客户已经投资并获取了高额回报。我们保证每个月都有固定的回报，年回报率能达到15%-20%。,True
案例-180,张丽,那我可以投资多少呢？你们的最低投资金额是多少？,False
案例-180,王强,阿姨，您可以根据自身情况投资，最低投资金额是1万元，高的没有上限。投得越多，赚得也越多。,True
案例-180,张丽,嗯，这听上去很好。那我投2万元试试吧，看看效果如何。,False
案例-180,王强,没问题，阿姨。您将资金转到这个账户上，我们会即时帮您处理，并每个月按时足额将回报打到您的卡上。,True
案例-180,张丽,好，那就这么定了。我一会儿就把钱转过去。,False
案例-180,王强,谢谢阿姨您的信任，您肯定不会后悔的。,True
案例-181,李明,您好，我在闲鱼上看到了您发布的游戏兑换卡，多少钱出？,False
案例-181,张伟,你好，这张兑换卡是100元。,False
案例-181,李明,好的，我想买，但是我手机没余额了，我老婆那边可以帮我付，您看可以吗？,True
案例-181,张伟,那没问题，我等一下您老婆那个账号下单吧。,False
案例-181,李明的“老婆”,您好，我是李明的老婆，刚刚拍下了游戏兑换卡，麻烦卡的密码一定要给我们说一下。,True
案例-181,张伟,我看到了订单，密码是1234 5678 9012。,False
案例-181,李明的“老婆”,我们其实想买的是另一个游戏的点卡，这个我们不需要了，能给我们退款吗？,True
案例-181,张伟,好的，我这边给您处理退款。,False
案例-182,李买家,你好，我看中了你闲鱼上发布的这个物品，请问还在吗？,False
案例-182,钱女士,还在的，请问你有兴趣要吗？,False
案例-182,李买家,对的，我想要买，请问可以给我留着吗？,False
案例-182,李买家,我现在就要下单，可是系统提示我不能支付成功。我发个截图给你看看。,True
案例-182,钱女士,好的，你发给我看看。,False
案例-182,李买家,这是系统提示截图，说是你的卖家免费收款额度到达上限了，所以冻结了我的支付宝账户。你可以联系一下客服解决吗？,True
案例-182,钱女士,哦，这样啊。我试试看。,False
案例-182,李买家,我真的是特别急着要这个，请你尽快联系一下客服吧。,True
案例-182,钱女士,好的，我扫描截图中的二维码联系一下客服。,False
案例-182,客服张某,你好，我是闲鱼客服。根据系统提示，您的店铺没有开通【二次授权】服务。为了保护资金安全，您需要缴纳5000元办理商品出授权，之后冻结才能解除。,True
案例-182,钱女士,5000元这么多？钱会退回的吗？,False
案例-182,客服张某,是的，我们会在处理完毕后立即退还这笔费用的，请您放心。,True
案例-182,李买家,你有没有联系到客服？提示我支付宝账户被冻结了，真的是很着急，希望你能快点解决。,True
案例-182,钱女士,我还是有些怀疑，需要花这么多钱？,False
案例-182,李买家,我理解你的担心，但我真的急需这个物品，希望你能尽快解决。这确认是支付宝冻结问题，加油吧！,True
案例-182,钱女士,好吧，我还是先向闲鱼官方客服再确认一下。,False
案例-183,吴某,您好，我在某二手交易平台上发布了一个很好的二手车出售信息，您感兴趣吗？,False
案例-183,白先生,您好，我对您的二手车很感兴趣，价格是多少？,False
案例-183,吴某,这辆车的价格是85000元，您可以先支付3000元定金，我们再确认交易细节。,True
案例-183,白先生,好的，我已经通过平台支付了3000元，请问接下来怎么操作？,False
案例-183,吴某,非常感谢！定金已收到，您可以在几个工作日内过来南宁提车。我们约定了提车的时间和地点。,False
案例-183,白先生,好的，我会按时到达。,False
案例-183,吴某,刚刚有另一位买家对这辆车也很感兴趣，并愿意支付更高的价格把车拿走。您要是仍然想要这辆车的话，需在一天内再支付5500元定金。,True
案例-183,白先生,我真的很喜欢这辆车，我会再支付5500元，但可以确保车一定是我的吧？,False
案例-183,吴某,当然，我们保证车辆一定会留给您。,True
案例-183,白先生,好的，我已经通过平台支付了5500元，请查收。,False
案例-183,吴某,资金已收到，感谢您的信任。我们到时见。,True
案例-183,白先生,我现在已经到了约定地点，请问您在哪里？,False
案例-183,吴某,（此时已经拉黑白先生，不再回复）,True
案例-183,白先生,我再尝试联系卖家，但总是联系不到，人也消失了，微信也被拉黑了，赶紧向南宁铁路公安局报警。,False
案例-184,邓某,您好，我对您挂售的超市卡感兴趣，可以聊聊吗？,False
案例-184,王先生,当然可以，您有什么问题吗？,False
案例-184,邓某,我这边有点忙，平台聊天不太方便，可以加个微信详聊吗？,True
案例-184,王先生,好的，这是我的微信号：wang123,False
案例-184,邓某,已经加您了。请问卡号和密码是多少？我这边已经下单了，可以先看看是不是正确的。,True
案例-184,王先生,好的，我拍照发给您。,False
案例-184,王先生,这是卡号和密码的照片，您看看。,False
案例-184,邓某,好的，谢谢，我这边确认一下。,True
案例-184,邓某,（未回复，将王先生拉黑）,True
案例-184,王先生,您好，您那边确认好了吗？怎么联系不上您了？,False
案例-184,王先生,（意识到被拉黑）不好，我可能被骗了，赶紧报警。,False
案例-185,李小刘,你好，我在二手平台上看到你卖的iPhone X，价格是2650元对吗？,False
案例-185,王吴,是的，没错。这部手机我基本上保养得很好，没什么问题。,False
案例-185,李小刘,看起来还不错，我决定要买了。你能不能稍微降价一点呢？,False
案例-185,王吴,价格已经很实惠了，我们平台走的，还能保障交易安全。,False
案例-185,李小刘,好吧，那就按原价吧。我现在就通过平台把它拍下来。,False
案例-185,王吴,好的，我这边也会马上处理。您可以选择平台的快递服务，我们很快会有人过来取件。,False
案例-185,王吴,喂，小刘你好，我是来收快递的。,True
案例-185,李小刘,可是平台上显示的是另一家快递公司啊，你是怎么回事？,True
案例-185,王吴,这个不用担心，我们是菜鸟驿站随机分配的，我拿到通知就来了，请您放心把手机给我。,True
案例-185,李小刘,哦，这样啊。那好吧，这里是手机，请小心运输。,True
案例-185,王吴,好的，您放心，我们会好好处理的。,True
案例-185,平台快递员,你好，我是平台派来的快递员，过来取iPhone X的。,False
案例-185,李小刘,哎？刚刚已经有人来取过了，说是菜鸟驿站的。你们是合作的吗？,False
案例-185,平台快递员,不对啊，我们这边没有这个安排。麻烦您核实一下。,False
案例-185,李小刘,好的，我回去平台上看看。,False
案例-185,李小刘,客服您好，我在平台上发现没有物流信息，并且有两个快递员来取件。能帮我查一下吗？,False
案例-185,平台客服,您好，这边显示没有快递人员上门取过件。您可以详细描述一下情况吗？,False
案例-185,李小刘,那可能我被诈骗了，我会报警处理的。,False
案例-185,李小刘,你好，警察同志，我遇到诈骗了。有人冒充快递员把我的手机拿走了。,False
案例-186,小王,你好，我看到你在转卖偶像的演唱会门票，请问还在吗？,False
